Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012]
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,El Salvador,SLV,2.152652497,1.708936396,2.340822748,2.30003827,1.850535583,3.562814501,3.911948645,3.839765177,1.274227301,-3.133046282,1.364783667,2.21683561,1.880955461
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Equatorial Guinea,GNQ,18.21377995,63.37987543,19.46283403,13.95525032,37.99872686,16.74870061,7.704917606,12.25217091,9.908375613,-4.534718957,-3.825021882,1.939084068,5.760498708
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Eritrea,ERI,-3.141985774,8.75543519,3.005429218,-2.655515842,1.451735534,2.57444953,-0.969216929,1.42682206,-9.783030037,3.87650156,2.194190545,8.679799936,NA
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Estonia,EST,10.56808194,6.328672643,6.07641942,7.416210542,6.294727029,9.373736784,10.27186523,7.748203062,-5.419463511,-14.72440239,2.462773326,7.583125148,5.182578141
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Ethiopia,ETH,6.073217492,8.301306322,1.514725693,-2.161359721,13.57260315,11.81876594,10.83472707,11.456167,10.78852168,8.802553202,12.55053834,11.17829624,8.647811635
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Faroe Islands,FRO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Fiji,FJI,-1.699999246,1.999998847,3.200000591,0.999998968,5.300000995,0.699999968,1.85248247,-0.850653611,1.032794285,-1.386037503,2.954673156,-3.050276112,1.634990386
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Finland,FIN,5.634847452,2.580792075,1.680325089,1.993984087,3.926057175,2.779955031,4.055197444,5.184800809,0.720668487,-8.269036558,2.992337502,2.570817745,-1.42618936
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,France,FRA,3.875162259,1.954449425,1.118456892,0.81953167,2.786424111,1.607713814,2.3749469,2.361498873,0.195294766,-2.941341055,1.965657375,2.079229175,0.182693034
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,French Polynesia,PYF,4.000000343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Gabon,GAB,-1.882966396,2.135233421,-0.249033169,2.247330012,0.689543058,3.900705466,-3.634637434,6.486620089,-3.030191697,-1.195859535,9.135591749,7.091753341,5.251076921
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Gambia, The",GMB,5.500000174,5.800000236,-3.250000307,6.869999803,7.049999934,-0.941675912,1.124099702,3.631025533,5.734641946,6.449695858,6.524632607,-4.328668868,5.862230311
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Georgia,GEO,1.838341787,4.805452136,5.473838085,11.05810212,5.857329773,9.599640804,9.383276297,12.34399988,2.314047429,-3.775774557,6.253028626,7.199999063,6.182117328
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Germany,DEU,2.962045368,1.695471452,0,-0.709906172,1.169970413,0.706713948,3.700159572,3.260535297,1.082315404,-5.618860435,4.079933305,3.660000155,0.405170675
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Ghana,GHA,3.700000115,4,4.499999699,5.199999984,5.59999999,5.900003953,6.399912419,4.346819153,9.149799094,4.845756132,7.899740293,14.04600263,9.292511869
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Greece,GRC,4.205155374,3.843332937,3.922871842,5.794531264,5.060992565,0.599142055,5.65243372,3.273746857,-0.335172557,-4.300733667,-5.479037108,-9.132494153,-7.300493935
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Greenland,GRL,7.10159701,1.269035533,-0.971177945,-0.3796267,2.667513496,1.979585524,4.468980892,5.513059779,0.345909084,-5.411986294,NA,NA,NA
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Grenada,GRD,1.872901282,-2.023900041,3.43732353,9.463973431,-0.647450316,13.27306387,-4.017708784,6.150583245,0.949050949,-6.613909911,-0.511266938,0.764824541,-1.155295307
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Guam,GUM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Guatemala,GTM,3.608868745,2.332576319,3.866624226,2.530790344,3.15208189,3.260110599,5.379776896,6.304056628,3.28107989,0.526043034,2.869487492,4.162049143,2.969857204
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Guinea,GIN,2.503060561,3.658346471,5.164609466,1.24860126,2.340117313,2.997272561,2.496728569,1.757682351,4.936932709,-0.280192286,1.936217423,3.90876145,3.944111989
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Guinea-Bissau,GNB,5.426987367,2.188906815,-0.985177525,0.568510176,2.76140199,4.265425195,2.309750124,3.204668686,3.204910483,3.314407697,4.432021672,9.028655594,-2.233317539
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Guyana,GUY,-1.376727515,2.249999297,1.051000768,-1.00525525,3.293924791,-1.956911156,5.129609355,7.020313451,1.976647058,3.31862417,4.370869417,5.437126058,4.816458917
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Haiti,HTI,0.875239923,-1.042697313,-0.261498231,0.362430598,-3.511333077,1.791686574,2.252992255,3.343279015,0.843944329,3.083247688,-5.497792337,5.523737754,2.885096051
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Honduras,HND,5.748148174,2.723193273,3.754337861,4.547038052,6.232302961,6.050599222,6.567243552,6.188327167,4.23160011,-2.43162788,3.731140344,3.835690662,4.128687749
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Hong Kong SAR, China",HKG,7.663485913,0.560802766,1.65665506,3.056328301,8.700095212,7.388143132,7.032583323,6.464748708,2.127864186,-2.45911375,6.767610559,4.814675724,1.700302663
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Hungary,HUN,4.227410248,3.849141606,4.480838685,3.843903617,4.937714375,4.354623581,3.806359977,0.42581997,0.839345785,-6.55907806,0.743197936,1.757501673,-1.688895103
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Iceland,ISL,4.723636719,3.762633493,0.45335828,2.741825062,8.220327655,5.960358031,4.20637027,9.492910314,1.478781618,-4.681171587,-3.588668391,1.98812081,1.182931611
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,India,IND,3.840991157,4.823966264,3.803975321,7.860381475,7.922936613,9.284831507,9.263958898,9.801360337,3.890957062,8.479786622,10.25996299,6.63835345,5.081417925
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Indonesia,IDN,4.920064597,3.643466447,4.499475391,4.780369122,5.030873945,5.692571304,5.500951785,6.345022227,6.0137036,4.628871183,6.223854181,6.169784208,6.030050653
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Iran, Islamic Rep.",IRN,5.845527476,2.392172712,8.07882928,8.639298397,4.336665979,4.208690356,5.704251918,9.116167365,0.923695792,2.314710619,6.577374352,3.749690486,-6.608687255
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Iraq,IRQ,1.406474812,2.305316984,-6.900180223,-33.10083802,54.15777462,4.400617192,10.15819958,1.377598148,8.228107104,3.379299094,6.402564845,7.5464712,13.93643017
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Ireland,IRL,10.22875255,5.833502806,5.936680162,3.842196192,4.40513207,6.334125561,6.309729023,5.542750825,-2.162410157,-5.63836661,0.398613832,2.588084299,0.151117554
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Isle of Man,IMY,5.338364279,5.376166334,5.868974884,6.327778883,5.2,5.9,7.7,7.5,NA,NA,NA,NA,NA
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Israel,ISR,8.942023062,0.241579639,-0.068274778,1.177134261,5.114051717,4.389914718,5.801808363,6.135078996,3.059407048,1.268661904,5.517022935,5.030189584,2.87991428
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Italy,ITA,3.710149687,1.772804793,0.250778363,0.152649208,1.583269861,0.949616237,2.006404926,1.47412116,-1.049820233,-5.481380161,1.710581858,0.586819403,-2.817938597
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Jamaica,JAM,0.878703548,1.344929564,1.997290944,3.666317593,1.3237251,0.893797936,2.89912535,1.431954037,-0.72230904,-4.425210552,-1.488944185,1.723211104,-0.603505605
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Japan,JPN,2.257495302,0.355461715,0.289548451,1.685111722,2.360730113,1.302728144,1.692904245,2.192186233,-1.041636034,-5.526976489,4.652030154,-0.452724839,1.753689775
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Jordan,JOR,4.239817478,5.27137064,5.792385509,4.163751728,8.562737394,8.163780219,8.093331161,8.175719022,7.23240848,5.47658105,2.336830301,2.560808799,2.651203349
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Kazakhstan,KAZ,9.800000002,13.5,9.800000002,9.3,9.6,9.699999999,10.7,8.9,3.3,1.199999999,7.3,7.5,5
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Kenya,KEN,0.599695392,3.779906496,0.54685953,2.932475546,5.104299776,5.906666082,6.472494299,6.850729771,0.232282746,3.306939815,8.402277064,6.11161346,4.554912438
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Kiribati,KIR,9.506586095,0.703251456,0.577604814,4.03025063,3.172490639,-0.174077721,-4.507931358,7.51644384,2.754238139,-0.665021325,-0.500317782,2.740007765,2.810013544
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Korea, Dem. People’s Rep.",PRK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Korea, Rep.",KOR,8.831278205,4.525319497,7.432433614,2.933207053,4.899851507,3.92368744,5.176133982,5.463406088,2.829214457,0.707518483,6.496785169,3.681704667,2.292382426
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Kosovo,KSV,NA,26.97391784,-0.700948289,5.980145596,2.612126758,6.033229748,4.503031756,7.286082986,2.644818653,3.341665533,3.309574839,4.619578328,2.808457654
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Kuwait,KWT,4.694581988,0.729026414,3.000000009,17.32000038,10.7621943,10.07595099,7.52024923,5.991661246,2.479843833,-7.076102616,-2.367061944,9.628436082,6.626388081
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Kyrgyz Republic,KGZ,5.426673766,5.321584347,-0.017353042,7.030296039,7.026859686,-0.175548166,3.102898691,8.542874896,8.401615957,2.8862947,-0.471566848,5.956274377,-0.088150193
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Lao PDR,LAO,5.798782326,5.751412882,5.918749073,6.066996905,6.35769548,7.107568369,8.619266209,7.596828801,7.824902763,7.501774913,8.526905517,8.038652681,8.024211032
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Latvia,LVA,5.40086984,6.457260341,7.111753025,8.424604182,8.341507485,10.70157261,11.90219148,9.96049931,-3.597639193,-14.34892637,-3.78028072,6.211500744,4.005234456
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Lebanon,LBN,1.34406653,3.953516126,3.373876548,3.23739038,7.478802317,2.702340944,1.602773165,9.4040866,9.098076674,10.30091265,7.996086279,2.004586303,2.2
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Lesotho,LSO,5.140339514,4.22920334,0.532376117,4.691154436,2.291777907,2.704500225,4.307444107,4.733465098,5.733473897,3.357932789,7.891144168,4.04854461,4.993621287
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Liberia,LBR,28.61593335,2.918717298,3.762764999,-30.14522252,2.620605256,5.28197573,8.043162022,9.534892858,7.146939285,5.300099075,6.099944692,8.199998146,7.99445127
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Libya,LBY,3.679213293,-1.762878168,-0.958849381,13.01600108,4.461629982,11.87072893,6.500547227,6.352316994,2.66735579,-0.790141832,5.021289739,-62.07591958,104.4867889
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Liechtenstein,LIE,3.220190998,-0.733091477,-0.993919345,-1.937566245,3.039173512,4.828074952,8.644969847,3.325962956,1.798087686,-1.157481822,NA,NA,NA
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Lithuania,LTU,3.83166714,6.524430875,6.760749533,10.53856477,6.550083027,7.727407918,7.406444355,11.08695439,2.628077961,-14.81416332,1.639819649,6.044910029,3.835604582
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Luxembourg,LUX,8.441852354,2.152855377,3.620782281,1.397642591,4.411116963,3.216432925,5.110594745,8.395647185,-0.843120826,-5.376988795,5.676656248,2.565685444,-0.847072985
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Macao SAR, China",MAC,5.699999959,2.900000001,8.903344706,12.5858589,26.88199281,8.558640553,14.42230849,14.32868064,3.39096755,1.712459559,27.49896423,21.29126163,9.165844611
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Macedonia, FYR",MKD,4.549135778,-3.067245662,1.494028679,2.222222222,4.674428357,4.723377527,5.137025162,6.473486858,5.471711774,-0.358615842,3.358760114,2.339892284,-0.456184412
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Madagascar,MDG,4.760065099,6.017824403,-12.67378814,9.784892131,5.257003604,4.602899965,5.022607002,6.240578451,7.128513539,-4.013860583,0.263110856,1.454392168,3.027536044
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Malawi,MWI,1.576077831,-4.974963841,1.700000007,5.499999996,4.851637683,2.839778233,2.062005102,9.491418402,8.338911509,9.035835265,6.533362437,4.347495193,1.885799515
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Malaysia,MYS,8.858868104,0.517675303,5.390988327,5.788499279,6.783437734,5.332139144,5.584847069,6.298785927,4.831769895,-1.513685083,7.425970496,5.293784657,5.473454192
